title,display_level,md5,sha256,beta_easy,beta_hard,alpha,has_data
E.V.E [BLACK ANOTHER],sl7,c796981a56a6ee41e6cb19abc71a192b,86b2d266a5d82edc0f8512c4762ee7c878c4e0b70d5a28ee9bb99fb5c7f7fa20,-0.140,0.437,6.759,True
Trinity [DELAYMASTER],sl11,c7bbb20702438642af7a04677f68da54,31bd69b943b38037ab2cc42be00ba91cdd5664438d1ab2c7496a47d6460eb75e,0.538,0.864,6.026,True
Regain [///],st5,c7bfe0504b2e103f156a1d6e4c113efb,3c87e11179bbbb9a04d2f3b39620245a23eb16336926daf9d0ccfb2444d27154,1.498,2.965,2.467,True
Defeat awaken battle ship (SP AWAKEN),sl10,c7c5bc4ea5f507bb96aa2d2518efb385,d1cf6b5ee1354523148bd46bf14de921a6c9859f3bd1c1423d2d8c16ccd3d65f,0.406,0.845,8.108,True
summerghost -dawn-,sl3,c7c7b226226b6b00dfa7206b009b8b29,5ab91e484e32d49c1a333f24253bbca03a27c8d347f5fc70b9cde2ee12c30be8,-0.798,-0.252,4.732,True
denebora (EX),st5,c7d57d3728131508a83b85d2afa5ca83,589004056962432f3907494f7d7715d541558100770d7e2ac356db1768958c3a,2.082,3.017,2.966,True
fuga (普通 Version),sl7,c7e6dba38ba3618ea22e508917596716,4d0f931f5e3b8aa9c0f8ef40b3cd7897639256fc586665485677f331969a91fb,0.149,0.474,7.102,True
Taken The First Step -CRYSTAL Edit- [yumether],st0,c7e70ebf1632e663996b35118c160c8e,7e598f1455a24c502d89547d5d919e2942ed14f4fa76aa9db8a4738db1db0f1e,0.757,1.186,6.467,True
ドキッ！けふぃーとひ・み・つｖのサッカータイム☆☆ニャホニャホしても、いいんですよ･･･？　 ～KEFIFAワールドカップ編 We love 汚滝健太郎～,sl12,c7f384d33fd08da0fda97112354a834c,4db002099cdf389df64e85e80ea280767ab48b44408cc5a8f58138fa4219df87,0.343,1.060,4.124,True
Anima Mundi -Incipiens Finis- [EX],st2,c7fb88a21280b2d0de8f477036f43225,24e0db8aafc3f7a1dffe47d9e67204d793f68201c500db7115f242289b6f1a51,1.373,2.113,3.511,True
Blood Castle -Bloody-,sl0,c80b46aad4650d02933ca4af53a0b010,87be870762fb0ed832dc5ccf842ce33e8019564d35e904ec3d4a497663546c20,-1.929,-1.168,2.293,True
Primo Magic [SP ANOTHER],sl1,c82138d1ebe05956b3e888515c30d422,d5f3ecb0a069b5b32748a849c90bd47efa15788838cc5f228cd4d6a1afe2c231,-1.610,-0.764,4.066,True
Grimoire Judgment -Luna-,st0,c840aab0e204e69392b77840f0e42583,f016442bb60490aaf5d93d9eeed6e898f39b6188cce5846715f7d6b763fe38bb,0.798,1.111,6.182,True
Schwerkraft [colo],st1,c860e0945c84ead43e3c348b5a7438ce,41c91758f2c2e4b21dc922d8ce0e30377f04890aef5bb7f847981198109417b2,0.766,1.606,6.788,True
Airetsiw [BlackAnother],sl0,c86923afc764b887b6e8c649146a7d98,e0e7fd97b42178c2fbcb69754cebcd3e0fd1b5d24ba5b9716ca9341931a7be70,-2.471,-1.674,1.763,True
H∀TE [ANOTHER 2000Notes],sl3,c86939d03711c8361a9298133bf768ae,6975921890e844ed4d5137f63cf39dc1f60144396ff78ea68f7d798ba48c4dbc,-0.284,0.087,4.610,True
Cyclone-Joker 【M4X1MUM-DЯ1V3】,sl3,c88e57f308cba2574e37e6ee0440f0e7,1e5e3e17de67a86625cfe80283ab58c6d888693e072b60b3e2504930776e8470,-0.578,-0.102,4.129,True
ビミョーなPOSITION (Mince-Saw Zoo of Cocaine Bootleg),sl10,c8b4aadd39574ba1f09e983d574859bf,917eafbaaa6a2d3ca17dce66217377cd982458dca44956171405ba8018309bde,0.050,0.691,4.584,True
disperagioia [†],sl10,c8b995f79cbfded6a80d830148fa0626,c0e088fbf813002446a3e10c8470072306f012994ca41233a3002ae375203c86,0.474,0.835,8.137,True
Plasma Sphere (SP kusofumen),st3,c8d3f577205dd8d30158fb0b9686baa8,d3f7928160d2e9a4dfade58797cc361ab64716703798fb91724789a8fa4dcdeb,1.280,2.115,4.706,True
豪華絢爛少女 [SP Another],sl2,c8e4b980b651241527addb85e7abe3dd,f9a38323bccdbc2e701286bb3db282a9e31b34e7436f883197a983d99913746e,-1.060,-0.288,3.040,True
Black or White [KANITHER],st0,c8e5a63d16a07b4df9ef7d87be6cfe08,c3f33e2d1df63a31bc9947f62e4c7eecac7bb437591d25bea9f372b4ccbc4b35,0.884,1.264,6.202,True
BIG LOVE [HEARTFUL],st3,c8f94305dd353be85579d3b8b4e377d4,64ab00614953adecaa74cffd806f20e09bd3d134eec1a0d146add0c17565c2e3,1.175,2.059,4.031,True
自強號 -到衛星-,sl0,c904c416b6e5cc133a84a0f80b38f5c3,c6bf02c779ec7ceff610072132635157e0d89e6e20b4d73f26aa283b4ecf314f,-1.735,-1.037,2.835,True
unrequited love (初夏),sl2,c90b1e32a59887a26bb8b022f26adf8a,e139b66a1aa095cb0c40af8ff0cdca3b6ea3d85c2a1599b9265f49ae2932e479,-1.037,-0.575,5.324,True
Eida. Change Of Clothes [Shapeshift],sl11,c916e2ac9d1908994f2a8cd93b6c663e,600f4c7f15c2b133814dbbf3fe21d75ae0a8d2ab5c98aac207041971ad091902,0.710,1.086,6.193,True
Re:End of a Dream [terminus],st3,c933fc6cfe5a1e5f2ebfb6ba47e088ea,dccf8d1a3dc18441d6b19bb760f5dd68fbd41282b20f69badd01b2c3ee5bc331,1.440,2.403,3.427,True
Radio Girl [Hexagon],st2,c934c1f6398e334aa63f4494882bff9b,a15e588a2c73a336f5ad96302028f75ba8a41df7f8e9dc8e2a2c632f38c8969f,1.172,1.558,3.951,True
Musica de Aves [windmill],sl4,c962ec11100d6174dbbe8ef052315dac,92add8c7e23ae4182f7778100600133d06ef42af4d31b5df65b2c7c0a93aa586,-0.655,0.071,5.631,True
αMe:TRiC -Another-,sl2,c96baabe8d2c62f14ddf75ac18c454bb,bb443a6c00be20590f9b88873ddc7b9583868017cef0d3124d1dd16f80d91088,-0.941,-0.159,4.263,True
Materialize Anything [Almighty],sl7,c97ede50df0bcc166b91c8d62eea284f,639f03b148c258c5378c5a1112fc8c14cf8fa30aba34639e7d6999bc032a449d,0.098,0.433,8.049,True
Total Eclipse of the Sun -Howling-,sl6,c982becdce32626a23083d798b02ede1,d32ceb16323a49fa4655552c42d485f5369063cd5ca1094ee7785dfac5211e4e,-0.106,0.302,4.972,True
キユビック,sl3,c9a4b05532d3ca8c765f6489b6cc25eb,a5b853f5675b9863364a513df13b047683d332f6d7188a31322be71d26d62f76,-0.572,-0.051,4.359,True
Strawberry Mint Chocolate [Marble],sl9,c9c4444fbb502cfdb750dd3ef30b52ea,02bcea57ead5bfa72dd44082400bc022c1d2109b7a524f0d58595d616e6d731c,0.331,0.755,8.730,True
"SAVE The World -starlight,more Colors- [You've Come Far...]",sl11,c9cee7883f1ddd5cf6a1188e8e607a50,fd60e7ff1e5d6d80d485b8e92d425995fafb49e60d74bc4001153ebbcc3ce6a2,0.689,1.015,8.462,True
LIGHTNING STAIRWAY [SPIRAL++],sl11,c9d0d8001a2ad32ddbc086b793c5af78,03c5127bd5ca8441dc28aaf8f0dd3c9066144db42c964e0732b3c485298f8a8d,0.521,0.914,7.276,True
techいも [7K INSANE],sl5,c9dd3025d7df7f8730201dc46051c32a,89b50ec4137425da1f1a69643bf000f86a538d7fa7435e4837f9c2600bfa777b,-0.388,0.039,5.535,True
あのね、涙は。 [凛],st3,c9f44a0d9e15f2f4f72dd99a75d0ee3b,f0f7a3904f63b7aace0ac27f0b0289884ff41f08d4a08a63d39a1fcf9b412c1f,1.338,1.929,4.151,True
NightTheater [FishLife],st3,c9ffe8fa9d5000b3f5a734216487270c,3414b03a066293e5f5b094a087cafee5fbe0c3e246f9df570a41f937859d72f7,1.160,1.812,5.346,True
平行世界のテスタメント,sl1,ca0365a718019d0eac675dee02ee0264,77036f6328b114043525680009464834b8baf4d70c041e9e126442d932405d4e,-1.089,-0.593,3.512,True
Empress of Raizze [Plus],st1,ca2777108cd622898cbb4a3daf01ae0a,3f9e10566904540f8609c0b387939bb45a8b6f2d539adea2792b1c108b1d966b,1.066,1.419,6.030,True
Midnight Flux [Night Sky],st4,ca302b07ae249b6c2ddaff06f403fc43,f9f68813390c004f7e223d2280b6aefd7b524c417e881c548207224dbf05d294,1.815,2.647,4.612,True
corneal -Corrupted Nature-,st4,ca490a947d45147ffea27c63f5ae1665,951088e1b3781b60eb24a89eb8600a2068d632261a31ec945ef95a89deb30e0c,1.668,2.730,2.577,True
Gecko [Japonicus],st5,ca4e55f005bbc1057c69cf3b6b0ccfbe,4b0ae063e5d90f41155e85fa1815b0aff080e8443b8a88b9145aa790fed971e7,2.096,3.452,2.688,True
Horizon of Eternity,sl5,caa803a5156405d0ede822d165bd91a6,f5b8ae81083bad3560e4e1127a743eccec6b94c92d49ca69461cb159e1c41159,-0.433,0.188,6.355,True
オトゲラヴ！ [男の娘ラヴ！],sl6,cab2ba456434dfa111b4acb76a391496,2a76e7941f4e0f38b091a316fdccc5d7f264aefb57046d8f5b2690099027f31a,0.059,0.410,6.047,True
Ammobium [Energize],st3,cabb4c9e687aa2175a7b1f880bdac8b1,673046d3ee2dab1fadfad3bc064692c418194b8581c256b931758895670db2b4,1.791,2.443,3.631,True
Seize the Day (inst ver.) [SP INSANE],sl1,cac5388ceda6ba492d87beece30f28f1,936d254ad2513ac84ec9103a6527dcfe7ce65d9a2299058d885d0d80f0a5c1b5,-1.850,-1.130,2.828,True
Hammertime [カラクリ認識],sl10,cacb786d3d5faf342426e4246d3729e1,bb173979865f45e8d186f3e44d032c6bec3cef47cb9c4e4bc0192bf399522718,0.462,0.943,10.168,True
Calamity Fortune [SERPENT],st0,cada54582f85645b79b99e38298fbb4b,f4c1113a2f8a6842c516767733bef6844f8142c5c8e96bfc885b325a0fe114c2,0.956,1.389,5.649,True
Altros -VIRTUAL REALITY-,sl5,cb0df340f38adb86fbb2e20648d11045,d7fdc4d2774b96fe296ab1d025e7b6b8d7dc26ac430b1faf46f2615cace08245,0.018,0.363,6.225,True
Scene Scrambling [Another],sl2,cb28d3696c27fc8795c8753f649d6f46,1380ae463394e50e1d48f53fee9ed7a3f5d7b5d988252d8a0b35588dd4bfbc13,-0.548,-0.138,5.272,True
Midnight Flux,sl4,cb7b3d08326adaf0e9bee65de5353dda,143d4ecaa9fe8023e2c49944cbbd5bed49fd7720791c68719ce75cf797fd6a18,-0.454,0.063,6.838,True
More Selfish [Social Distancing],sl11,cb8de500653a3c8259966d635774827c,2fbd4e17b87c99c645e370e0a9a1b43aac08ac2175a2d226ce7a6691eb6d6c44,0.517,0.875,6.429,True
dimension wanderer [ZOI],sl6,cbad68665993c552b9f5d30a5af3ea19,442ea0860f69e118b60dd4f745dc2204db40e48fbb5b893a3eb1cd19cc170787,-0.027,0.292,6.653,True
Time files [GOD],st3,cbd09eb559169246ba03cbda820c48ef,5c2d5426e764c8c84531293af6b525275eda2572a3c3262ddf13025da1e63613,1.185,1.950,5.557,True
ダークキャッスル [Mees Dip],st2,cbd0f940ca0fdb7b7e4c641a5943a960,83aa2bccadc68f17c5437bfbe40d68b751d11dcd9649d265480cfba19687c6bc,1.291,1.985,5.600,True
白き星姫-Принцесса белая звезда- [декабристов],sl5,cbd93fbc5c7272714e90bb46f82ee575,65a60ad48f0ec63e73249ef2cd23505411a4eaec9ae01647fc90af3ec98b9eec,0.095,0.354,6.889,True
EXORCIST -Despair-,sl11,cbe27738203801f966d70ed83a83c159,ee307a26b5fd23c70c1194e791a878644309692f1eaf2618ff974a3b43a8408a,0.673,0.963,8.703,True
E.V.E.R [ANOTHER],sl1,cbfc617047b86fc49ea515d34db588d5,aee8c66727d1af7b9b88fd655dde1771aabd13f0253db5a8bc7b449a85d1fb69,-0.891,-0.434,5.032,True
花嵐、空に溶けて [失],st4,cc13691f4e8abf1e0e60948d46131456,a05600d841769c9707daeb455265b7850a7e6ffd48d60eff462149472520cff0,1.603,2.453,4.051,True
SYNTHETICS [CYBERTIC ETUDE],sl11,cc1c4f40886d7ea1d32f867fb9ea2e20,6c445aad8d5d2f2b263a7320ea59fe193e601a0b087d5c2ede8eec4edd947c10,0.409,0.825,7.081,True
うらドラみたいにスカートめくるなっ！ [動くな!! イカサマかよ!!],st3,cc3950cec4bec9c5fd7c7d3f5f1fee75,b33a6b5875755a33e8d64d002e5b5510ee55c7272ab2bedb8b0f530ff85ba176,1.521,2.159,4.416,True
Icicle Stinger [反逆の月],st3,cc46defcf924610674964ebf4f7acaaa,a5215d9bec0f6f4ae5ec32ffe0cb2d6a9764bdf9666d10188cbafaddc66c76ca,1.325,2.118,4.029,True
Disco Balls -Genocide-,st1,cc49d9845cc9af02177308b20290e148,b7a5eec20cd092bad05758846fb0ce3d1c5807c93abb5acc83ad1555556bd624,0.911,1.443,6.439,True
自強號 [333],sl8,cc5abe2098468dda9baa63eeb7c39f31,92f08282dcf7a13ff7ad1d2220b2e2134eb43b16f39bdf0a73b24e39c157cabe,0.345,0.643,6.505,True
N - flat waves - [\],st4,cc9b4ab5f7b9f1bd87dbd5735f7fa48f,0dde61669fb9fc04a081406edbd01d442209060ae730a2e02e66186cd732d5b7,1.361,2.237,5.333,True
Retronika [Ekstrem],st1,ccacba9cc726f0502b25b0dbbbbbc403,33cf16c911ff62cf403eee2b3e6226beb3877d38b68bf68d8ddbad031867e003,1.233,1.733,6.998,True
la noche [Twilight],sl8,ccfdcc36587a671794168c76a8307cdf,575964dfb487eb0f5b560a57dcddb36762b3f3e1661e40c5de26c14a889202f5,0.143,0.602,9.094,True
銀の風邪,st3,cd04e5f97fff7b0fc1d3f3129c5c3b92,15626b51aff90254107d6f04795ba20e5eda780eec83f7238dbac6038b996f11,1.406,2.345,3.826,True
Χαρων [SP-A],sl1,cd13bab728eaf1f1563d61c30e795f83,e63cdae46cb6a89d65d64e784ff8eefb9eaddf21f7af2e877f6a6f7aa9962e8b,-0.793,-0.445,3.940,True
SEKIDO [Catastrophe],st4,cd23bf9461293a207a045afbc92c333f,aae922715d62ab321d7b0097adef98b6031245867a8ba5599b87942cbdb6a322,1.643,2.664,4.185,True
HARDHOME feat.Megpoid [INSANE],sl1,cd2fbc9f031f3c8af21a73f0acbd8f0a,928fb5dc32bfdf952eb45e6674c48578b0368310ae6432f6f8ae235b1e6acdbf,-1.112,-0.702,6.525,True
Kafka [Epikos],st2,cd4160c25c6ec5a31364befc8aade475,4a7f639123508767317c19de34fd1eaa080ec01c04dd06e5154047fa0d533b13,1.277,1.813,2.834,True
Cassiopeia [7 穴座],st1,cd69c9ad8fdc2e11340361aaccecd9e7,fba85e57633951d3a14c125ddbd33452dc7b34d11c0a85b6ae21ad01d022121d,0.989,1.430,7.161,True
Fleeing Sunlight,sl2,cd6d33af495b5b69d68536187c590406,8be0be4622847bd33639b97707141c20f6b553c609819b7ecf725c4639e9c779,-0.586,-0.256,5.347,True
月と時計の使者 まじかる☆さくや,st1,cd9f23662708affbc23bddcd57c49875,5bd52c6432f79c32d839f02e015966d09c7ba1f829cedf1d0a1966badca6c7d1,1.040,1.515,4.919,True
Fleeing Sunlight -逃げ回る太陽-,sl7,cdbd5dbe2b9b239cc553b03e76dff202,fae996a925b87c66827e4c36ba14732cce7d03c321ea035e8ff1ee22a646375e,0.017,0.427,8.578,True
Finixe [REMAIN],sl7,ce15bfec1be3dfacb11ff3d875afad1b,fa4cc9cf2c889dd395aaa5df2bf82bfbfec5ae943fdd6aaeae54bb22d259e0d6,0.076,0.606,5.997,True
alicemourn [INSANE],st2,ce1e9fa564c403eef626433a1c836f88,1bb8b6a60c35bebd75fb18eca610c4555909c01529ce1e340a62c1d42ba2405b,0.979,1.704,4.830,True
煉獄-Purgatorium- [死ぬがよい],st5,ce29cc499ae42934788b55150668028a,439c695827a4ccd8d73cd004f3171eb85dea98cb5cdf784ddb2daa1b552c000a,2.101,3.151,2.626,True
High-Priestess [HARDEST],sl9,ce447245541dc4b936aead4d1b304842,9f642d093e27a6deaac26708e010e01d347a903f5f2b1d891e9f02623d861942,0.328,0.721,7.435,True
雨 [Hexagon],st2,ce580b56e63cf1667bec9b975911e358,e3d2f13f87245c9b5bd367cd9254a99f440ed50c85c90b417d816667cae2a60b,1.118,1.761,5.691,True
JKillMe [Muyather],sl5,ce613f31e4d4ab2fabf8052290f6b76f,c08c38cb6137d7030ba2b9522c3a740e833fcffe0dbdfa6ce1640c0ddda7b951,-0.344,0.049,8.085,True
There [SP MARYTHER],st1,ce63b27edb03e485d3b231dc742f4ca3,33cb48075c4926d39a8abec171a27192a515f2e971e46012ce9993cbf9058743,-0.084,1.377,4.470,True
絵空事の世界と私 [Another],sl1,ce73f117ef9c4a3ff40fb8069e1c3dda,a399dc8e429694da0ae9caa17aa74e87eedbfc5fafd14a830f30e6b7897b7dde,-1.432,-0.771,2.526,True
SupersonicdiverS -Xe-,sl10,ce78370778b4b717d241cec0b7cdb45f,a7ac1611707df66ed9ffcbdece2589690f07f89906250211675d4771173de516,0.386,0.805,10.795,True
"Shamshir -rough Pt.2- [7key,Hard]",sl0,ce7b401b88f1d0fd7322ef5cf31303e5,0d036c3f39aa14c2f136e1d5df71a15c0084b9ce9754fb02ac424747137256e1,-2.095,-1.299,2.871,True
トゥンカロン・ティータイム [Monogon],st5,ce913fbb15a985c11a2b1e7b4605d6a9,9f0b6f13e63ed911cff4f26df1153162fc95ee71869cde01f35d76f2b0cfe76c,1.626,2.705,2.818,True
ハイパーミラクルシューティングスター [大車輪山嵐],sl5,cee481e97bc36ec9b1146dbf8046bb97,aa905878bc53cf77f4c9ffdcc509c2db4bcdb9f3fb37983acdf72a81bb2ccd0c,-0.338,0.249,5.493,True
Alitatrieb [Insanity],sl8,ceedcf9712b3018c1fd7e7bf87454139,2b6459bcdf11f69be5bea01f2177fe50dbca60fc42f5742cee557a8680d55ecd,-0.068,0.404,6.174,True
DEATH†TENGOQ ～怒りの天地合体野郎～ -Dystopia-,sl10,cf44c1e88c6a5545728c0468040a63e4,0a9388f21ec4a8b3dcbef681c4f7d35e60aa62582e87815d222e277b9a1ce4db,0.321,0.698,6.695,True
WE ARE HARDCORE [ARE YOU READY?],st1,cf6201d2d84cd20628320ccaba9de49e,16d9485c9c22e9cf94505c2d85f349b5184b3ee499020e5a3a755082f719941f,0.986,1.546,7.015,True
the lost delaycated (grieving days),sl9,cf717aef6c56099521ddb2d3335ae625,a23929cfc505be34233fcd3ef1b95a22b4aabbc6b520c6585ada898ab115d333,0.023,0.620,8.847,True
PAST FUTURE!!! [Maryther],st5,cf790901b8b0613fc179860eb21a87fa,7995835f78c7d4f61a00cc64e7c1abc56216361c2b3c4a2ff70a415bb84604e0,2.588,3.237,3.892,True
永劫綺譚の純潔葬花 -Red Lily-,sl9,cf7c4f006cd571da3b83e355bc64f314,baa8c777729230bb861f4b61f6e0949bf6fa6652a7e95b4c17dfa9122086d472,0.435,0.770,8.260,True
Kiss in the dark [入って来るのは自由だけど 出るのは出来ない],sl12,cfe8ad9b75ba72ca331755b14df24373,4ba6ef011cdcac86df6fe4af986d9203698628666ad8b18692c36d4d05564dd8,0.834,1.122,7.657,True
オトゲラヴ！ [yumether],st0,d008871f949b287ae8ba7767f7412da7,9063b4a67abd1bd087bef2a452ea1ab3ce08aa4752cca3b7753b80e23f45e9e1,0.996,1.428,5.816,True
諸星きらりのハピハピ☆恋愛論だにぃ [SR],st1,d00e7d9111ad2bd2bba587616627fc69,c14c371ae9e082cbfa352a6340d9c4389c96353f678db41e8129e766140a636d,1.102,1.524,5.256,True
Endless Dream -Zero Dimensions-,st3,d012f9fbe125aa49e48755ea4fbbb1db,b2b6952d111b66202955094cbb366b6cc4c07c11fe0413f03644c9ef740c7730,1.586,1.777,3.947,True
Planisphere [Hexagon],st3,d01de66b7380100d80ab03b3619f63a9,69ce3556e19df31ff0d4804b627fb67e89155447219619d129dc95704bcde628,1.422,2.401,4.616,True
Icicle Stinger [Valanga],st5,d03fb5c350e2797ddf0f3b017fa76d9a,79f0b63fbb76ffbbbb4aab25ce70e541fe493356e80d834cc388da7baf23e4e2,2.055,2.899,3.542,True
7SP:雪の少女-MorningDash!Mix- [GOD],st3,d06f7121bc12c8bdab9097c936d84ba9,b4ba66dc2eaf3034b6a164e1fa0ff50ec2a20c9f7c8b99bc29d8bcc70494e6f6,1.440,1.998,4.171,True
Chronomia,sl5,d0728a13bccc91b0fc42ba3fe2179081,b3f56108136878277499a13c2ebb8e8425fe9703c03064e6a313ed036b95d8e1,-0.010,0.198,5.367,True
"In the Starlight, In the Moonlight",sl1,d082f9371aa315ef542500207801a46c,df7c63dc8edc9acea9cb733bbb5bf44fd27047002a4e1b5e20ba25f896a8d2d7,-1.016,-0.543,6.308,True
End Point [ZOI],sl5,d08e1a937c5080104daa29c79c407075,45595b41a8dacdca79c7441d8335356f0e9f99fc66e5356858e1895cd465309d,-0.027,0.302,5.186,True
Critical Cannonball [Other],st5,d090cacfa84516b0cc8d4988c98e7a52,8120316d63cfb6c1825932fb46f9a705488f373f358f155a9890762f2efe3669,2.213,2.886,3.007,True
Chasing Stars -Xe-,st3,d0a980bc42189d7a726f12591e51492d,21c4cb9e62078c7df0cb9cca54b555043d4f18701bfdceebe5453be7f2fca0c6,1.203,1.791,5.124,True
Valkyrie Revolutia [Hexagon],st2,d0c19223794014a1e8686e70350d2cd2,9a4c7c97efde5f6a2b1dc0d2903473b41c28aa24c0f11689acf57ed5063e69c7,1.314,1.735,5.523,True
Whispers from a Mirror,st2,d0c822732e25618a28e60680f07d7400,774e9b55d01170c1087f9ef6cd2027110969c335274e332e53aa5dbb584e655a,1.220,1.647,4.819,True
IN,sl0,d0da1409ade5cd53d7e664fa27297c2e,166bb5f1963cfa792b0ec6273246d77dbbd967dc471859ed6de9505def05d755,-2.402,-1.477,1.933,True
Midnight Flux [Nosterdam],sl5,d0e59acd20fe09a08e9af6d9efe8383a,ee93a2acae715e042e20af49c8aeba7a2233e1379e02ee8c49d203c701ba3089,-0.121,0.282,5.450,True
U.F.O. [A.H.O.],st0,d0f3f2699e3720f75144058ed492af0f,608cab70252028891e22ecddabf5a5dd8f8ce6f994b3b4a82254acaee1d33f48,0.888,1.333,7.671,True
Mugikamagika [Toybox],st2,d104e734f46a3f18b1f37b38201c0aae,ed6bca27d973abfb835ab643d74d94067d3629bb59e7f831d134d7cf19c1e592,1.145,2.176,3.092,True
G-SHOCK [C4A],sl11,d10869eb8dfad12297f8894d1cfd0715,153cb49fd4e8ffc6706f52b7b2f2372f0bb60dce36b68d6128e5ef0227e76ec0,0.434,0.988,5.751,True
Black Wings [Another],sl0,d10c53876eee3e4c57f267a1d77a31c5,cadc68a09b98884eb3e6ee6f126e33878f43a6ce5274126bc13cb68588a67fce,-2.225,-1.544,3.089,True
YUKINA [Maryther],st0,d1146edb960bf7cccb22f4134333e533,7ed41967da4090629953285317d298e114497760d32fe753ae3d3efb2ff14122,0.711,1.234,4.940,True
Save The Night [HEARTFUL],st3,d11f78e0053ca44f4578d5221ff6bcbd,e1e160677da557b31497b5f1bd263e484ce1dd859776e45bd946217e1a758293,1.411,2.186,3.890,True
CHAIN REACTION -LAST BOSS-,st2,d1424c88e6ddc31fd60ecf4b102e88d8,3f8dcd95704deef65bb4958116d8e106b70ed29c4ab59fb1653f675e539cfa26,1.313,1.787,5.719,True
holicチョコ [7K MARYTHER],st4,d1451ff302e9f94af7e6d3695c2b759c,195c2f2646f2f6a06c477f3665988b874643672147ea13d94936ed9e9989893d,1.748,2.500,4.637,True
R.I.P. [GOD],sl11,d16be312a24c49e10bc7db6030972d92,85eb3bce59eb4c2b062fe9df66989ee2daa672d429abc4cfce92b7a0187e1b03,0.595,0.961,5.830,True
Repeat⇔Again [SP DEFEATED],sl1,d193fc202d138cde3b270a4331ae2fd1,bae0dc8b5ab440093bcdc1cf9f4158173d05d3915fa9de59eda0b219d1c7913c,-1.485,-0.810,4.169,True
Lonely Hina,st1,d1a34b61187c244f836f2a0d4e2a7d3a,e421b9f16502978766d980c89a1e514299c66aec89dea3c9c7b7846aa7ede315,0.769,1.267,5.769,True
Tiro finale [ティロティロMASTER],sl12,d1aab3f91807b6c8f5da923f4e690ba6,7a023e3a93ea50eceff921fa0ec71a696821d37ebe2c2404fd5e90f104feb71f,0.862,1.060,6.152,True
どうか私を殺して下さい (latesnow),sl2,d1b40ccb0357a83e82b3b9fe82352392,20909bd59e1119230761e6b0b4b5746d5ef6d32faccbc363d7bcb0dd1c150d97,-1.330,-0.453,5.150,True
図書室のエルザ [Fairytale],sl8,d1b6dc2b846b5f08a0a457f29f81bb09,182d2577f92fe469d462031c912d8832a1b68d53252a9aa3336dd176a924ed26,0.096,0.429,6.475,True
LAST PROPOZE [INSANE],sl5,d1c385f99b7a276c407a80280aa3fa7d,a9a2f0438a87cb2714b9911bf3a066eac92148f226ee24010d4a6898afc2b616,-0.450,0.033,5.757,True
玉響サーチライト [SP INSANE],sl10,d1de0153f52ea4a6dd3a37e898b05eb5,877b7870b6aa507496e9972c823b79e31ca79263f94994bf71fe56baa8edb12c,0.292,0.717,8.188,True
work.it [hump day],sl1,d1f9e7ff31d79e9b4506ae5ae06595d8,5e6d0372bb09ea197f58e5a0b0cd9bcbab4473d953f24726d832f8fbb90d3347,-1.292,-0.631,4.040,True
[line:theta] -Hopeless-,sl7,d1ff9cc14f0b508afc4ddb5ff5837a03,af7ffcd4d0647036d42d144d98552a638d2e2e8df1069909abb8d7212b789f32,0.022,0.437,5.764,True
花嵐、空に溶けて [Farewell],st0,d200750f4b4e331eee0de2d1496e2921,bc7b38b1c48bee4478a1662da6fad904aa63411f96981d9405e889dfae165802,0.922,1.180,6.008,True
幸なる旋律-the solitary melody- [INFERNO],st1,d20a263deebaf93ab3c76850c2c50f81,7c305bc5180dd79d42b87cf4d738dd34afbe653861dc3494f49c50e5a07fde93,0.925,1.402,5.104,True
ophthalmomyiasis [SP HYPER],sl3,d22adccd93634c2162ce7793c8c56a24,2ac2d5dbc066438760aabce97476416db5abd23bb4a0c2e66d4176db158d49fe,-0.768,-0.030,4.236,True
Diachronic Reflection (SP Insane),sl2,d22b1e2a3e758c4d4627d230eb90e8f5,536ef0cbf2dc428a80d204ea9b5ec86e3bd15b2858facb810724f3cd60d73ce5,-1.318,-0.637,4.830,True
T-EDIT [Maniac7],sl4,d23934389e48f1c7b8f9c4eaa49d6d1e,17feb8a6ea3350a83a7f1c4cb3bbf1e4ad041d4be14db4e6272ca76727390e19,-0.299,0.068,4.874,True
Happico Happico -mundanity-,st3,d23a2e7dcf07ed2742477f09e50e1bf3,7281148bc04c26ac407302d748ec8219c3e240e0d03d7bf234ac50e1a49b9744,1.451,1.647,4.862,True
Lucid Dreaming [キャワ],st1,d26ad712ceef97a5a843226bd77553eb,14a1373eb85881774aacff16e76ce9410911c419b138ae6c3046617753c9b199,1.082,1.513,5.342,True
"hurt, scenery, groundrainbow [Beautiful Scenery]",st4,d26e5a64c2527b7268ce450cc99700c4,730322429134bfccc7b353e0c4263f0cc49ef53997adde8bede4a2d4cd40ece6,1.744,2.420,3.679,True
えぶりでい☆らぶりでい [またね],sl0,d272f9693a2fbd115a5fd2c4001cf674,420a52ef9dced9ecfcc3e49b3e4666028ab54a8df68cafd26be4d8d8898cebef,-2.441,-2.006,2.030,True
ZundaVPN [RendaVPN],st5,d280499033082f9e8f237fbe01aeae79,374b5a915f6115f723858e3247ccc9736e4ef08f9693b99fb3fc0f295aa6284a,1.579,3.482,1.646,True
Lucifer [PEPE],st1,d286c6b0d44854a04fd2a00d09e337c9,50b13614d220079252b2a59ccf222fadd69feea5a4cea1116dd15811d261099c,0.961,1.480,4.928,True
